visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome
1169,54,2024-02-09,SW-12,Reintegration Assessment,Family Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
1170,54,2024-03-05,SW-08,Reintegration Assessment,Community Center,Santos (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Inconclusive
1171,54,2024-03-21,SW-19,Reintegration Assessment,Community Center,Torres (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,,Needs Improvement
1172,54,2024-03-31,SW-02,Post-Placement Monitoring,Proposed Foster Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable
1173,54,2024-04-04,SW-12,Reintegration Assessment,School,Cruz (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Unfavorable
1174,54,2024-04-09,SW-18,Reintegration Assessment,Family Home,Lopez (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,False,Follow-up scheduled,Inconclusive
1175,54,2024-04-18,SW-18,Reintegration Assessment,Community Center,Mendoza (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
1176,54,2024-05-20,SW-05,Reintegration Assessment,Family Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Inconclusive
1177,55,2025-04-18,SW-02,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,Follow-up scheduled,Needs Improvement
1178,55,2025-04-21,SW-09,Reintegration Assessment,Church,Reyes (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,False,,Inconclusive
1179,55,2025-04-25,SW-15,Post-Placement Monitoring,Barangay Office,Santos (Parent); Mendoza (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
1180,55,2025-04-27,SW-15,Routine Follow-Up,Community Center,Rivera (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Inconclusive
1181,55,2025-06-20,SW-15,Post-Placement Monitoring,School,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Uncooperative,False,False,Follow-up scheduled,Favorable
1182,55,2025-07-29,SW-11,Routine Follow-Up,School,Diaz (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Unfavorable
1183,55,2025-09-12,SW-06,Reintegration Assessment,Barangay Office,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
1184,55,2025-10-06,SW-08,Post-Placement Monitoring,Family Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable
1185,55,2025-10-09,SW-06,Reintegration Assessment,Family Home,Lopez (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,,Needs Improvement
1186,55,2025-10-30,SW-06,Reintegration Assessment,Family Home,Diaz (Parent); Mendoza (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Unfavorable
1187,55,2025-11-08,SW-16,Routine Follow-Up,Barangay Office,Cruz (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
1188,55,2025-11-20,SW-08,Routine Follow-Up,Church,Reyes (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
1189,55,2025-11-30,SW-11,Reintegration Assessment,Proposed Foster Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
1190,55,2025-12-09,SW-02,Reintegration Assessment,Proposed Foster Home,Flores (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,,Needs Improvement
1191,55,2025-12-25,SW-19,Reintegration Assessment,School,Santos (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive
1192,55,2026-01-07,SW-11,Routine Follow-Up,Proposed Foster Home,Cruz (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
1193,55,2026-01-09,SW-19,Reintegration Assessment,Community Center,Garcia (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Inconclusive
1194,55,2026-01-21,SW-15,Reintegration Assessment,Proposed Foster Home,Flores (Parent); Mendoza (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,,Favorable
1195,55,2026-01-31,SW-20,Reintegration Assessment,Proposed Foster Home,Diaz (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement
1196,55,2026-02-12,SW-18,Post-Placement Monitoring,School,Diaz (Parent); Mendoza (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,False,Follow-up scheduled,Inconclusive
1197,55,2026-02-28,SW-06,Post-Placement Monitoring,Barangay Office,Diaz (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable
1198,56,2024-11-04,SW-18,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Inconclusive
1199,56,2024-11-04,SW-15,Routine Follow-Up,School,Lopez (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,Follow-up scheduled,Unfavorable
1200,56,2025-02-15,SW-07,Routine Follow-Up,Community Center,Lopez (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,False,,Inconclusive
1201,56,2025-03-07,SW-16,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
1202,56,2025-03-15,SW-16,Routine Follow-Up,Barangay Office,Torres (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,,Needs Improvement
1203,56,2025-05-04,SW-19,Emergency,Church,Cruz (Parent); Diaz (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,False,Follow-up scheduled,Favorable
1204,56,2025-05-16,SW-03,Initial Assessment,Community Center,Garcia (Parent); Flores (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive
1205,56,2025-06-10,SW-19,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
1206,56,2025-07-11,SW-17,Emergency,Community Center,None,Visitation for emergency,Visit observations recorded during emergency.,Highly Cooperative,False,False,,Favorable
1207,57,2023-05-07,SW-02,Post-Placement Monitoring,Proposed Foster Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Uncooperative,True,True,Follow-up scheduled,Needs Improvement
1208,57,2023-07-06,SW-16,Routine Follow-Up,Community Center,Rivera (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,,Unfavorable
1209,57,2023-09-16,SW-08,Initial Assessment,Church,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,True,,Unfavorable
1210,57,2024-04-26,SW-06,Initial Assessment,Proposed Foster Home,Mendoza (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
1211,57,2024-05-30,SW-17,Routine Follow-Up,Community Center,Torres (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable
1212,57,2024-06-18,SW-11,Initial Assessment,Church,Flores (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,Follow-up scheduled,Unfavorable
1213,57,2024-07-15,SW-11,Reintegration Assessment,School,Diaz (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
1214,57,2024-11-23,SW-11,Routine Follow-Up,Community Center,Cruz (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
1215,57,2024-12-09,SW-16,Reintegration Assessment,Family Home,Lopez (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement
1216,57,2025-01-10,SW-03,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
1217,57,2025-04-02,SW-06,Routine Follow-Up,Barangay Office,Diaz (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
1218,57,2025-04-04,SW-05,Post-Placement Monitoring,Family Home,Rivera (Parent); Diaz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,False,,Favorable
1219,57,2025-05-01,SW-10,Routine Follow-Up,Community Center,Lopez (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,False,Follow-up scheduled,Favorable
1220,57,2025-06-24,SW-05,Routine Follow-Up,Family Home,Torres (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,,Unfavorable
1221,57,2026-01-29,SW-06,Reintegration Assessment,School,Flores (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
1222,57,2026-02-22,SW-05,Routine Follow-Up,Proposed Foster Home,Garcia (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
1223,58,2025-03-23,SW-14,Initial Assessment,Church,Lopez (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,True,True,,Unfavorable
1224,58,2025-03-27,SW-20,Post-Placement Monitoring,School,Torres (Parent); Garcia (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,,Favorable
1225,58,2025-03-30,SW-04,Reintegration Assessment,Family Home,Santos (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,True,,Needs Improvement
1226,58,2025-07-08,SW-10,Reintegration Assessment,Family Home,Torres (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
1227,58,2025-07-14,SW-19,Reintegration Assessment,School,Santos (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,True,False,Follow-up scheduled,Inconclusive
